nbatch	trainL	validL	elapsed	throughput
473	9.937	17.036	0.610	20.128
474	9.893	16.882	0.615	19.987
475	9.763	17.004	0.599	20.504
476	9.698	17.034	0.652	18.852
477	9.754	17.244	0.649	18.948
478	9.784	17.322	0.611	20.112
479	9.815	17.414	0.609	20.177
480	9.813	17.326	0.608	20.214
481	9.666	17.157	0.602	20.402
482	9.598	17.161	0.599	20.510
483	9.466	17.038	0.598	20.556
484	9.378	17.114	0.604	20.360
485	9.387	17.206	0.628	19.576
486	9.401	17.205	0.629	19.524
487	9.386	17.265	0.611	20.103
488	9.477	17.204	0.599	20.522
489	9.401	17.190	0.604	20.332
490	9.409	17.073	0.637	19.295
491	9.383	17.152	0.631	19.484
492	9.372	17.032	0.608	20.217
493	9.327	17.044	0.612	20.073
494	9.290	16.862	0.610	20.160
495	9.279	16.883	0.600	20.477
496	9.284	16.968	0.598	20.565
497	9.276	16.977	0.645	19.054
498	9.192	16.989	0.645	19.065
499	9.217	16.936	0.619	19.839
500	9.164	16.870	0.605	20.310
501	9.121	16.866	0.595	20.638
502	9.064	16.773	0.606	20.280
503	9.054	16.644	0.615	19.966
504	8.972	16.724	0.613	20.046
505	9.032	16.779	0.613	20.037
506	9.171	16.769	0.611	20.113
507	9.254	16.732	0.606	20.264
508	9.441	16.868	0.597	20.576
509	9.610	16.881	0.647	18.989
510	9.708	16.865	0.629	19.540
511	9.530	16.874	0.610	20.154
512	9.464	17.010	0.610	20.136
513	9.388	17.058	0.611	20.126
514	9.315	16.882	0.596	20.609
515	9.226	16.999	0.596	20.603
516	9.233	17.015	0.646	19.027
517	9.149	16.990	0.628	19.562
518	9.284	17.057	0.617	19.902
519	9.552	16.974	0.613	20.051
520	9.523	16.894	0.606	20.288
521	9.382	16.902	0.599	20.507
522	9.300	16.997	0.614	20.000
523	9.300	16.918	0.614	20.026
524	9.268	16.872	0.609	20.188
525	9.299	16.798	0.604	20.361
526	9.201	16.676	0.651	18.889
527	9.096	16.510	0.647	18.979
528	9.009	16.366	0.604	20.348
529	8.874	16.308	0.600	20.497
530	8.770	16.452	0.599	20.526
531	8.732	16.610	0.605	20.304
532	8.718	16.629	0.598	20.553
533	8.723	16.728	0.637	19.293
534	8.978	16.693	0.609	20.177
535	9.002	16.674	0.601	20.461
536	9.035	16.870	0.597	20.594
537	9.161	17.140	0.648	18.972
538	9.286	17.049	0.626	19.615
539	9.299	17.025	0.607	20.241
